,id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
36673,117902941,9d0661e7-bf2d-41a7-95e7-955efd76be08,2022-05-18 21:03:48-04:00,2022-05-18,2022-05-19 01:03:48 UTC,Eastern Time (US & Canada),34641,steviekgold,Stevie Kennedy-Gold,2022-05-20 19:07:43 UTC,2023-02-20 02:29:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117902941,https://inaturalist-open-data.s3.amazonaws.com/photos/199155297/medium.jpg,,,,2,0,False,3.0,"Lost River State Park, Mathias, WV, US",38.8976583333,-78.9204333333,18.0,,,,18.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36674,117904744,b9a66ed6-5be2-4af8-9dc1-cc5dcb1ae54e,2022-05-17 21:49:52,2022-05-17,2022-05-18 01:49:52 UTC,Eastern Time (US & Canada),1087766,mustelidmay,Carissa May,2022-05-20 19:20:52 UTC,2022-05-20 21:42:08 UTC,research,,https://www.inaturalist.org/observations/117904744,https://static.inaturalist.org/photos/199158628/medium.jpeg,,,,1,0,False,2.0,"Newport, TN 37821, USA",35.7494972222,-83.1124694444,,,,,,,,False,gps,gps,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36675,117906861,de04b6c6-3b90-438b-b0aa-307e010a86ab,Fri May 20 2022 11:57:37 GMT -0400 (EDT),2022-05-20,2022-05-20 15:57:37 UTC,Eastern Time (US & Canada),5264917,froggyphotos,,2022-05-20 19:38:08 UTC,2022-07-11 11:28:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117906861,https://inaturalist-open-data.s3.amazonaws.com/photos/199162729/medium.jpeg,,,,3,0,False,333.0,Roseland,40.8250732422,-74.3334274292,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36676,117907124,4026384a-38fc-4748-bb64-d668b92bfc28,2022-05-20 11:19:16,2022-05-20,2022-05-20 16:19:16 UTC,Central Time (US & Canada),300627,joseph92,Joe Girgente,2022-05-20 19:39:35 UTC,2022-05-20 19:54:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/117907124,https://inaturalist-open-data.s3.amazonaws.com/photos/199163357/medium.jpeg,,,,1,0,False,2.0,"Wiggins, MS 39577, USA",30.8929216997,-89.0154095997,,,,,,,,False,gps,gps,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36677,117911899,620ae4fd-ace1-4828-8b49-ec16f9af0cbd,2022-05-20 15:15:13-05:00,2022-05-20,2022-05-20 20:15:13 UTC,Central Time (US & Canada),1979074,nancyjotx,,2022-05-20 20:18:04 UTC,2025-04-04 04:16:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117911899,https://inaturalist-open-data.s3.amazonaws.com/photos/199171164/medium.jpg,,,,1,0,False,3.0,"Wildwood Ridge Ct, Houston, TX, US",30.0525087174,-95.1912732576,189.0,,,,189.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36678,117911906,6ef9ec81-0806-44a8-b669-997b4db28550,Fri May 20 2022 11:53:11 GMT-0500 (CDT),2022-05-20,2022-05-20 16:53:11 UTC,Central Time (US & Canada),29618,ajtrently,"Trently,Allan J",2022-05-20 20:18:09 UTC,2022-05-20 20:38:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117911906,https://inaturalist-open-data.s3.amazonaws.com/photos/199171197/medium.jpg,,,,1,0,False,3.0,"Reelfoot Lake State Park, Tiptonville, TN, US",36.4214583333,-89.3960583333,3.0,,,,3.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36679,117914304,2b0decd3-455b-4b5e-b97f-9d248b57c6e0,2022-05-20 09:13:42-04:00,2022-05-20,2022-05-20 13:13:42 UTC,Eastern Time (US & Canada),4653743,stallents44,,2022-05-20 20:39:49 UTC,2022-10-13 17:31:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117914304,https://inaturalist-open-data.s3.amazonaws.com/photos/199175801/medium.jpg,,,,3,0,False,3.0,"Mt. Cuba Center, Hockessin, DE, US",39.7882533333,-75.6507716667,29.0,,,,29.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36680,117915181,4ff19d1f-40a1-4121-a573-77ba911e524f,2022/05/19 ,2022-05-19,,Eastern Time (US & Canada),491988,pucak,Joan Knapp,2022-05-20 20:46:52 UTC,2022-05-20 21:10:43 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/117915181,https://inaturalist-open-data.s3.amazonaws.com/photos/199177054/medium.jpg,,"Frog, Lithobates clamitans, Green Frog, Georgia, Walton County, WCH",,1,0,False,,"Walton County, GA, USA",33.8683141775,-83.6929496745,4.0,,,,4.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36681,117915187,f778a9a5-a72a-4eef-9b44-daeaad4c2f3c,2022-05-20 15:45:49-05:00,2022-05-20,2022-05-20 20:45:49 UTC,Central Time (US & Canada),4604413,taylynn_woodruff,Taylynn Woodruff,2022-05-20 20:46:53 UTC,2022-05-25 18:17:53 UTC,research,,https://www.inaturalist.org/observations/117915187,https://static.inaturalist.org/photos/199231192/medium.jpg,,,,1,0,False,3.0,"Harvest, AL, US",34.7544584948,-86.8052955176,9.0,,,,9.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36682,117916070,38779e4a-d00f-4a35-853c-edb0eab455e3,2022-05-20 15:35:57-04:00,2022-05-20,2022-05-20 19:35:57 UTC,Eastern Time (US & Canada),4357429,myloo,,2022-05-20 20:54:04 UTC,2022-05-29 00:11:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117916070,https://inaturalist-open-data.s3.amazonaws.com/photos/199178976/medium.jpg,,,,1,0,False,3.0,"Dover Rd, Congers, NY, US",41.1448861667,-73.9477783333,4.0,,,,4.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36683,117917665,f823eaba-2c8f-4fac-acfe-405f1ef13aff,2022-05-20 10:01:14-04:00,2022-05-20,2022-05-20 14:01:14 UTC,Eastern Time (US & Canada),550590,jstippick,,2022-05-20 21:07:48 UTC,2022-05-20 22:21:18 UTC,research,,https://www.inaturalist.org/observations/117917665,https://static.inaturalist.org/photos/199181702/medium.jpg,,,,1,0,False,3.0,"Millville, NJ, US",39.4255719358,-75.0853153975,316.0,,,,316.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36684,117921515,c14501c2-dbfe-407e-8905-cdc7c2ade452,2022-05-20 17:10:16,2022-05-20,2022-05-20 21:10:16 UTC,Eastern Time (US & Canada),182851,alex_kittle,Alex Kittle,2022-05-20 21:46:10 UTC,2022-10-13 17:30:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117921515,https://inaturalist-open-data.s3.amazonaws.com/photos/199188615/medium.jpeg,,,,2,0,False,2.0,"Greenville, DE 19807, USA",39.7654709722,-75.604279,,,,,,,,False,gps,gps,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36685,117922231,4ce38ba9-057b-47e2-b706-c3dda0cbde36,2022/05/10 10:05 AM,2022-05-10,2022-05-10 14:05:00 UTC,Eastern Time (US & Canada),1014628,slamonde,Steven Lamonde,2022-05-20 21:52:53 UTC,2022-05-20 23:30:05 UTC,research,CC-BY,https://www.inaturalist.org/observations/117922231,https://inaturalist-open-data.s3.amazonaws.com/photos/199186960/medium.jpeg,,,,1,0,False,,"Grafton, New Hampshire, United States",43.73736391,-72.09905736,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36686,117922261,0c35ecea-bbd9-4001-ad88-532de0e4703e,2022/05/10 12:28 PM,2022-05-10,2022-05-10 16:28:00 UTC,Eastern Time (US & Canada),1014628,slamonde,Steven Lamonde,2022-05-20 21:53:00 UTC,2022-05-22 21:04:55 UTC,research,CC-BY,https://www.inaturalist.org/observations/117922261,https://inaturalist-open-data.s3.amazonaws.com/photos/199187419/medium.jpeg,,,,2,0,False,,"Grafton, New Hampshire, United States",43.73563679,-72.0989745401,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36687,117925215,2f239ce8-b215-43e6-bbbd-8f52965e084b,2022-05-20 18:17:58,2022-05-20,2022-05-20 22:17:58 UTC,Eastern Time (US & Canada),1966317,catbirdpenny,,2022-05-20 22:19:18 UTC,2022-05-21 21:58:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117925215,https://inaturalist-open-data.s3.amazonaws.com/photos/199195089/medium.jpeg,,,,1,0,False,2.0,"UPPR MORELAND, PA 19040, USA",40.1585416667,-75.0813555556,,,,,,,,False,gps,gps,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36688,117929133,0d44fb1b-fc3c-4c9d-9284-b8d51699db40,2022/05/20 10:45 AM,2022-05-20,2022-05-20 14:45:00 UTC,Eastern Time (US & Canada),523509,rinwolfe,Rin Wolfe,2022-05-20 22:53:36 UTC,2023-03-08 03:12:59 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/117929133,https://inaturalist-open-data.s3.amazonaws.com/photos/199200510/medium.jpeg,,,,3,0,False,,"Woodstock, MD, USA",39.315638,-76.874414,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36689,117929134,cedeb319-523a-46c3-8487-94bf2d362269,2022/05/20 10:45 AM,2022-05-20,2022-05-20 14:45:00 UTC,Eastern Time (US & Canada),523509,rinwolfe,Rin Wolfe,2022-05-20 22:53:36 UTC,2023-03-08 03:12:58 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/117929134,https://inaturalist-open-data.s3.amazonaws.com/photos/199200721/medium.jpeg,,,,3,0,False,,"Woodstock, MD, USA",39.315692,-76.874401,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36690,117929135,1faa90fe-e9c0-4064-9d8f-b663650d69f0,2022/05/20 10:45 AM,2022-05-20,2022-05-20 14:45:00 UTC,Eastern Time (US & Canada),523509,rinwolfe,Rin Wolfe,2022-05-20 22:53:36 UTC,2023-03-01 04:20:06 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/117929135,https://inaturalist-open-data.s3.amazonaws.com/photos/199200723/medium.jpeg,,,,2,0,False,,"Woodstock, MD, USA",39.315743,-76.874387,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36691,117929136,79836dff-901b-43d1-b7b8-79aa94fdc947,2022/05/20 10:45 AM,2022-05-20,2022-05-20 14:45:00 UTC,Eastern Time (US & Canada),523509,rinwolfe,Rin Wolfe,2022-05-20 22:53:37 UTC,2023-02-25 20:56:35 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/117929136,https://inaturalist-open-data.s3.amazonaws.com/photos/199200737/medium.jpeg,,,,2,0,False,,"Woodstock, MD, USA",39.31577,-76.874346,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36692,117929140,a96c6ff2-fc07-456b-8f18-58014b8bc58f,2022/05/20 10:45 AM,2022-05-20,2022-05-20 14:45:00 UTC,Eastern Time (US & Canada),523509,rinwolfe,Rin Wolfe,2022-05-20 22:53:37 UTC,2023-03-08 03:12:57 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/117929140,https://inaturalist-open-data.s3.amazonaws.com/photos/199200833/medium.jpeg,,,,3,0,False,,"Woodstock, MD, USA",39.315777,-76.874322,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36693,117930417,8a8fc01b-874f-40a5-995c-97a10b76ee25,2022-05-20 19:02:45-04:00,2022-05-20,2022-05-20 23:02:45 UTC,Eastern Time (US & Canada),3146706,mtm45,Billy Jones,2022-05-20 23:04:57 UTC,2022-05-21 00:01:28 UTC,research,,https://www.inaturalist.org/observations/117930417,https://static.inaturalist.org/photos/199204495/medium.jpg,,,Male,1,0,False,3.0,"Emerald Lake, Sewell, NJ, US",39.7456196771,-75.1480289077,9.0,,,,9.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36694,117930799,4eddfbe1-e589-447a-b763-1ce10dc2101a,2022-05-20 19:06:04-04:00,2022-05-20,2022-05-20 23:06:04 UTC,Eastern Time (US & Canada),3146706,mtm45,Billy Jones,2022-05-20 23:08:32 UTC,2022-05-21 00:01:56 UTC,research,,https://www.inaturalist.org/observations/117930799,https://static.inaturalist.org/photos/199205180/medium.jpg,,,Male,1,0,False,3.0,"Emerald Lake, Sewell, NJ, US",39.7456006128,-75.1479494936,9.0,,,,9.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36695,117937104,f50dc558-f54c-4510-bc04-39a3130fe679,2022-05-20 19:52:40-04:00,2022-05-20,2022-05-20 23:52:40 UTC,Eastern Time (US & Canada),2713567,snakebird15,,2022-05-21 00:11:46 UTC,2023-11-06 12:51:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117937104,https://inaturalist-open-data.s3.amazonaws.com/photos/199216362/medium.jpg,,,,2,1,False,3.0,"Mount Auburn Cemetery, Watertown, MA, US",42.3686698291,-71.1476638765,22.0,,,,22.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36696,117940006,80fa449b-8e37-4fd7-8085-b443ea55ade1,2022-05-20 20:42:58-04:00,2022-05-20,2022-05-21 00:42:58 UTC,Eastern Time (US & Canada),4930152,andrewarthungal,Mr_Reptile,2022-05-21 00:44:48 UTC,2023-03-11 01:45:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117940006,https://inaturalist-open-data.s3.amazonaws.com/photos/199222637/medium.jpg,,,,3,0,False,3.0,"Middle Patuxent Environmental Area, Columbia, MD, US",39.1981918844,-76.8983039102,278.0,,,,278.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36697,117941841,d2fde7e6-82c0-4901-b266-bf6e05fcde35,2022/05/13 1:59 PM,2022-05-13,2022-05-13 17:59:00 UTC,Eastern Time (US & Canada),1678248,geisha666,Kristina Englert,2022-05-21 01:00:22 UTC,2022-05-26 03:50:41 UTC,research,,https://www.inaturalist.org/observations/117941841,https://static.inaturalist.org/photos/199224494/medium.jpeg,,,,2,0,False,,"Berks County, PA, USA",40.271895,-75.948733,,,,,,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36698,117944139,6df31409-a90d-4eb6-a935-768dfc5b3b36,2022-05-19 10:38:06-04:00,2022-05-19,2022-05-19 14:38:06 UTC,Eastern Time (US & Canada),523356,lunajmagroir,Julia Morgan,2022-05-21 01:25:33 UTC,2023-03-05 18:39:23 UTC,research,,https://www.inaturalist.org/observations/117944139,https://static.inaturalist.org/photos/199229433/medium.jpg,,,,4,0,False,3.0,"Spring Park, Takoma Park, MD, US",38.9735133333,-77.0050138833,5.0,,,,5.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36699,117944935,3571f3c0-90ec-464c-944b-cbd571fabed3,2022-05-20 20:21:28-05:00,2022-05-20,2022-05-21 01:21:28 UTC,Central Time (US & Canada),289602,kpinso,,2022-05-21 01:33:50 UTC,2022-05-21 02:59:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117944935,https://inaturalist-open-data.s3.amazonaws.com/photos/199230833/medium.jpg,,,,1,0,False,3.0,"Jennifer Lynn St, Denham Springs, LA, US",30.5423383333,-90.9370033333,65.0,,,,65.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36700,117945015,8a41b52c-1657-40a7-92fe-24d1d2e87869,2022-05-20 20:24:20-05:00,2022-05-20,2022-05-21 01:24:20 UTC,Central Time (US & Canada),289602,kpinso,,2022-05-21 01:34:52 UTC,2022-05-21 02:59:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117945015,https://inaturalist-open-data.s3.amazonaws.com/photos/199231042/medium.jpg,,,,1,0,False,3.0,"Jennifer Lynn St, Denham Springs, LA, US",30.542325,-90.9369716667,65.0,,,,65.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36701,117950171,7581f0e3-e40d-40a7-8341-7fbe138ed054,2022-05-19 19:26:37,2022-05-19,2022-05-19 23:26:37 UTC,Eastern Time (US & Canada),3556679,giovvio,giovanna,2022-05-21 02:30:13 UTC,2022-05-22 00:06:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117950171,https://inaturalist-open-data.s3.amazonaws.com/photos/199241104/medium.jpeg,,,,1,0,False,2.0,"Newfield, NY, USA",42.3201721,-76.5909024997,,,,,,,,False,gps,gps,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36702,117951129,fa10108e-0101-4c0b-a61f-0efe4f227277,2022-05-20 16:24:38-04:00,2022-05-20,2022-05-20 20:24:38 UTC,Eastern Time (US & Canada),2768955,alyssa71504,AlyssaD,2022-05-21 02:40:51 UTC,2022-05-21 21:57:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117951129,https://inaturalist-open-data.s3.amazonaws.com/photos/199242769/medium.jpg,,,,1,0,False,3.0,"Elizabethtown Rd, Palmyra, PA, US",40.236205,-76.5237283333,8.0,,,,8.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36703,117953534,9fe83410-0477-421f-8134-dcbab114473b,2022-05-18 11:55:57-04:00,2022-05-18,2022-05-18 15:55:57 UTC,Eastern Time (US & Canada),4582470,kathleen_dullnig,Kathleen Dullnig,2022-05-21 03:09:23 UTC,2022-05-21 16:29:04 UTC,research,,https://www.inaturalist.org/observations/117953534,https://static.inaturalist.org/photos/199246450/medium.jpg,,,,2,0,False,3.0,"Leatherwood Dr, Reston, VA, US",38.9238133333,-77.331305,4.0,,,,4.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36704,117954835,eb69f79f-c15a-424e-be90-a3fc86240431,2014/08/07 8:16 PM,2014-08-07,2014-08-08 00:16:00 UTC,America/Detroit,1997355,spideer,Deer,2022-05-21 03:24:46 UTC,2022-05-21 20:56:42 UTC,research,CC-BY,https://www.inaturalist.org/observations/117954835,https://inaturalist-open-data.s3.amazonaws.com/photos/199247948/medium.jpg,,,,1,0,False,,"Marquette County, MI, USA",46.4782592461,-87.2131922011,406.0,,,,406.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36705,117956458,03cfa496-8121-47cf-834d-828ff136fb53,2022/05/20 2:33 PM,2022-05-20,2022-05-20 18:33:00 UTC,Eastern Time (US & Canada),1783503,mertensia,Bonnie Semmling,2022-05-21 03:44:47 UTC,2022-11-12 17:57:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/117956458,https://inaturalist-open-data.s3.amazonaws.com/photos/199250115/medium.jpeg,,,,2,0,False,,"Sandyston, NJ, USA",41.169291299,-74.8435363491,140.0,,,,140.0,,,False,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36706,117956836,bfc682e0-dfbc-4025-8e6f-eb16f6997076,2022-05-20 22:52:38,2022-05-20,2022-05-21 02:52:38 UTC,Eastern Time (US & Canada),1228140,marytschopp,Mary Tschopp,2022-05-21 03:49:35 UTC,2022-05-21 11:29:56 UTC,research,,https://www.inaturalist.org/observations/117956836,https://static.inaturalist.org/photos/199252826/medium.jpeg,,,,1,0,False,2.0,"Raleigh, NC 27603, USA",35.6303368,-78.7061644,,,,,,,,False,gps,gps,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36707,117988421,2d2fa425-715f-4714-b1ee-60aa1490b2f0,2022-05-19 14:49:11,2022-05-19,2022-05-19 18:49:11 UTC,Eastern Time (US & Canada),1799391,tomandjill,Jill Peters,2022-05-21 11:28:52 UTC,2024-03-12 15:27:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117988421,https://inaturalist-open-data.s3.amazonaws.com/photos/199307482/medium.jpeg,,,,1,0,False,2.0,"Kingsport, TN, USA",36.5105031,-82.6096181,,,,,,,,False,gps,gps,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
36708,117989112,a20bf997-ccdc-42f1-bfd9-015f4039131b,2022-05-21 07:35:43,2022-05-21,2022-05-21 11:35:43 UTC,Eastern Time (US & Canada),769894,billysbrown,Bernard Brown,2022-05-21 11:36:28 UTC,2025-02-04 03:45:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117989112,,https://static.inaturalist.org/sounds/445671.m4a?1653132991,,,2,0,False,2.0,"Pennsylvania, US",40.1841271114,-75.6658345668,4.0,,,,28000.0,obscured,,True,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982
